name,name_corrected,alpha_2,alpha_3,country_code,iso_3166_2,region,sub_region,intermediate_region,region_code,sub_region_code,intermediate_region_code,airport.n,airport_souce,area.2020,area_souce,seaport.n,seaport_souce,GADM.clim_ncell,GADM.clim_ncellNA,GADM.clim_ncellAVL,wc2.1_10m_bio_1,wc2.1_10m_bio_12,clim_souce,wto.member,wto.year,wto_souce,Total_Population_1.July_1k_pop_2016,Total_Population_1.July_1k_pop_2017,Total_Population_1.July_1k_pop_2018,Total_Population_1.July_1k_pop_2019,Total_Population_1.July_1k_pop_2020,Area_km2_pop_2016,Area_km2_pop_2017,Area_km2_pop_2018,Area_km2_pop_2019,Area_km2_pop_2020,population_density_km2_pop_2016,population_density_km2_pop_2017,population_density_km2_pop_2018,population_density_km2_pop_2019,population_density_km2_pop_2020,mean.population_1k,mean.area_km2,mean.population.density_km2,population_souce,HS_06,HS_07,HS_08,HS_12,HS_TOTAL,HS_06_cpi2016,HS_07_cpi2016,HS_08_cpi2016,HS_12_cpi2016,HS_TOTAL_cpi2016,HS_TOTAL.n,years.used,trade_souce,pop_2016,pop_2017,pop_2018,pop_2019,pop_2020,pop.mean,Pop.and.GDP.source,gdp_2016,gdp_2017,gdp_2018,gdp_2019,gdp_2020,gdp.mean,gdp.n,gdp.years.used,gdp_2016_cpi2016,gdp_2017_cpi2016,gdp_2018_cpi2016,gdp_2019_cpi2016,gdp_2020_cpi2016,gdp.mean_cpi2016,island,island.source,HS_06_n_importers_avg,HS_07_n_importers_avg,HS_08_n_importers_avg,HS_12_n_importers_avg,HS_TOTAL_n_importers_avg,HS_06_shannon_avg,HS_07_shannon_avg,HS_08_shannon_avg,HS_12_shannon_avg,HS_TOTAL_shannon_avg,HS_06_simpson_avg,HS_07_simpson_avg,HS_08_simpson_avg,HS_12_simpson_avg,HS_TOTAL_simpson_avg,HS_06_evenness_avg,HS_07_evenness_avg,HS_08_evenness_avg,HS_12_evenness_avg,HS_TOTAL_evenness_avg,HS_06_total_trade_cpi2016_avg,HS_07_total_trade_cpi2016_avg,HS_08_total_trade_cpi2016_avg,HS_12_total_trade_cpi2016_avg,HS_TOTAL_total_trade_cpi2016_avg,Observed_SR,Observed_PD,Observed_MPD,Observed_MNTD,Null_mean_PD,Null_mean_MPD,Null_mean_MNTD,Null_sd_PD,Null_sd_MPD,Null_sd_MNTD,SES_PD,SES_MPD,SES_MNTD,P_value_PD,P_value_MPD,P_value_MNTD,n_rand
Russian Federation,Russian Federation,RU,RUS,643,ISO 3166-2:RU,Europe,Eastern Europe,NA,150,151,NA,189,Global Airport Database,17098250,the Food and Agriculture Organization (FAO) of the United Nations,67,Maritime Safety Information,2332800,2227656,105144,-5.946037342,430.8707487,WorldClim_v2.1 10 mins,yes,2012,World Trade Organization,145109.16,145452.54,145652.29,145742.29,145617.33,16378009.03,16379790.54,16383834.65,16375538.2,16379902.14,8.86,8.88,8.889999998,8.900000001,8.889999998,145514.722,16379414.91,8.883999999,World Trade Organization,652679479,1685142996,4785269335,1797098704,2.37292E+11,629617452.7,1616440225,4582728112,1724457049,2.27692E+11,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,144342.392,144496.735,144477.859,144406.265,144073.135,144359.2772,Gravity database,1283162374,1574199387,1657329646,1693113904,1488321875,1539225437,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,1283162374,1541369315,1584075210,1589476846,1380193101,1475655369,no,NA,78.8,73.6,84.8,90.6,215.6,2.558629164,2.501827835,2.816083856,2.535423219,3.323328301,0.882844945,0.880829974,0.898497862,0.849307904,0.920590838,0.586109338,0.582340427,0.634234425,0.562693122,0.618481194,629231101,1614844552,4574339304,1724292964,2.24207E+11,149,6132.119676,228.4534791,47.04478952,9203.507443,274.4697052,83.46717894,429.1784216,13.68847637,6.11574508,-7.156435674,-3.361676263,-5.955511381,1,1,1,999
Rwanda,Rwanda,RW,RWA,646,ISO 3166-2:RW,Africa,Sub-Saharan Africa,Eastern Africa,2,202,14,7,Global Airport Database,26340,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2332725,75,18.87971316,1167.84,WorldClim_v2.1 10 mins,yes,1996,World Trade Organization,11930.9,12230.34,12531.81,12835.03,13146.36,24209.93892,24209.86579,24209.97624,24210.1858,24210.16188,492.81,505.18,517.63,530.1499999,543.0099999,12534.888,24210.02573,517.756,World Trade Organization,268713.993,19483786.43,6536039.422,15821238.99,2994237520,261082.8962,18670236.68,6283975.826,15064089.64,2865069633,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,11917.508,11980.96,12301.969,12626.938,12952.209,12355.9168,Gravity database,8376049.152,9252834.12,9642440.646,10356327.15,10184345.44,9562399.302,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,8376049.152,9059865.419,9216242.058,9722406.843,9444437.759,9163800.246,no,NA,9,19.8,24.8,24.4,161.8,0.945912511,0.602812537,1.266075999,1.197741694,3.134991896,0.476877896,0.36103971,0.573892727,0.530239972,0.923137329,0.429729481,0.201099228,0.394786893,0.379108379,0.616371004,261080.335,18670226.24,6283941.695,15062365.61,2843565244,36,2664.913911,255.3648298,84.83943502,3265.970376,267.0629334,134.7359846,385.0020434,24.82412026,18.29113857,-1.561177339,-0.471239399,-2.727908345,0.932,0.65,0.999,999
Saint Barth<a8><a6>lemy,Saint Barth<a8><a6>lemy,BL,BLM,652,ISO 3166-2:BL,Americas,Latin America and the Caribbean,Caribbean,19,419,29,1,Global Airport Database,NA,NA,NA,NA,2332800,2332800,0,NA,NA,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,9.84,10.04,10.26,10.48,10.68,21.99423322,21.99005629,22.00441804,21.99878251,21.9988465,447.39,456.57,466.27,476.39,485.4800001,10.26,21.99726731,466.42,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,NA,NA,NA,NA,NA,NA,Gravity database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saint Helena, Ascension and Tristan da Cunha","Saint Helena, Ascension and Tristan da Cunha",SH,SHN,654,ISO 3166-2:SH,Africa,Sub-Saharan Africa,Western Africa,2,202,11,NA,NA,NA,NA,4,Maritime Safety Information,2332800,2332799,1,11.44410992,1977,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,5.51,5.5,5.47,5.45,5.42,389.95046,390.3477644,389.8788311,390.1216893,389.9280576,14.13,14.09,14.03,13.97,13.9,5.47,390.0453605,14.024,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,NA,NA,NA,NA,NA,NA,Gravity database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Kitts and Nevis,Saint Kitts and Nevis,KN,KNA,659,ISO 3166-2:KN,Americas,Latin America and the Caribbean,Caribbean,19,419,29,2,Global Airport Database,260,the Food and Agriculture Organization (FAO) of the United Nations,2,Maritime Safety Information,2332800,2332800,0,NA,NA,WorldClim_v2.1 10 mins,yes,1996,World Trade Organization,47.79,47.79,47.76,47.71,47.64,260.0108814,260.0250286,259.9891127,259.9858318,259.9869024,183.8,183.79,183.7,183.51,183.24,47.738,259.9995514,183.608,World Trade Organization,1151097.181,5088910.613,3017299.837,253525.091,321363052.7,1139484.401,5037689.175,2986369.423,251194.3528,318141495.3,2,2016; 2017,UN Comtrade,54.821,52.036,52.438,52.834,53.192,53.0642,Gravity database,916896.576,1060638.333,1078505.889,1164877.852,980905.889,1040364.908,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,916896.576,1038518.624,1030835.625,1093574.608,909641.6327,997893.4131,NA,NA,6.5,17,16.5,10.5,122,0.078815795,0.325651088,0.303760097,0.672717261,1.649758902,0.024971737,0.143868128,0.110906046,0.2931863,0.520570181,0.041803309,0.114940546,0.108650654,0.285468441,0.343412089,1139180.074,5035754.63,2982986.537,251134.5443,313311440.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Lucia,Saint Lucia,LC,LCA,662,ISO 3166-2:LC,Americas,Latin America and the Caribbean,Caribbean,19,419,29,2,Global Airport Database,620,the Food and Agriculture Organization (FAO) of the United Nations,3,Maritime Safety Information,2332800,2332799,1,26.04584694,2083,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,176.41,177.16,177.89,178.58,179.24,615.9782115,615.9944367,616.0052635,615.984271,616.0085232,286.39,287.6,288.78,289.91,290.97,177.856,615.9941412,288.73,World Trade Organization,300641.5538,9563566.462,3274964.868,525982.6246,632368741.1,288855.0141,9183694.861,3146408.472,503869.7188,608271649.2,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,178.015,180.955,181.89,182.795,183.629,181.4568,Gravity database,1378627.456,1996771.441,2065127.263,2118791.548,1616772.748,1835218.091,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,1378627.456,1955128.59,1973848.057,1989098.37,1499311.829,1759202.86,yes,https://wikimili.com/en/List_of_island_countries,7.6,18.4,14,18.4,121.6,0.6440094,0.978611233,0.473932926,1.499082263,2.338609887,0.295288339,0.472577096,0.184608321,0.626500384,0.761297846,0.322650749,0.343270879,0.185038304,0.528999659,0.488235995,284412.3096,9108313.84,3077307.946,492981.8904,587296746.5,25,2689.158189,289.3077204,152.3367167,2491.674571,271.0383792,150.3103449,343.1198609,31.77828555,22.62626482,0.575552862,0.574900154,0.089558387,0.326,0.213,0.443,999
Saint Martin (French part),Saint Martin (French part),MF,MAF,663,ISO 3166-2:MF,Americas,Latin America and the Caribbean,Caribbean,19,419,29,1,Global Airport Database,50,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2332799,1,26.52728271,1020,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,34.81,34.5,33.85,33.12,32.55,52.99858407,53.00516224,52.99744798,52.99793577,52.99490402,656.8099999,650.88,638.71,624.93,614.21,33.766,52.99880682,637.108,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,NA,NA,NA,NA,NA,NA,Gravity database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Pierre and Miquelon,Saint Pierre and Miquelon,PM,SPM,666,ISO 3166-2:PM,Americas,Northern America,NA,19,21,NA,1,Global Airport Database,NA,NA,2,Maritime Safety Information,2332800,2332800,0,NA,NA,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,5.97,5.96,5.94,5.93,5.91,230.1464919,230.1158301,229.787234,230.2018634,230.1401869,25.94,25.9,25.85,25.75999999,25.68,5.942,230.0783213,25.826,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,NA,NA,NA,NA,NA,NA,Gravity database,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,VC,VCT,670,ISO 3166-2:VC,Americas,Latin America and the Caribbean,Caribbean,19,419,29,5,Global Airport Database,390,the Food and Agriculture Organization (FAO) of the United Nations,1,Maritime Safety Information,2332800,2332799,1,25.10188675,2084,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,105.96,105.55,105.28,104.92,104.63,389.9889584,390.001478,389.9981478,389.9791853,389.9884453,271.7,270.64,269.95,269.04,268.29,105.268,389.991243,269.924,World Trade Organization,436632.1828,3247607.442,1001267.384,1439378.622,334954210.9,425124.1175,3115823.605,959964.1019,1379796.185,321680899.8,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,109.643,109.826,110.21,110.593,110.947,110.2438,Gravity database,770796.544,847620.215,884328.181,910149.699,872134.547,857005.8372,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,770796.544,829943.018,845240.6268,854438.5992,808772.6888,821838.2953,yes,https://wikimili.com/en/List_of_island_countries,9.4,35.6,27,25.4,138.6,0.557235692,1.489363933,1.223325495,0.705220759,2.443202098,0.248062138,0.649610946,0.48232416,0.264029746,0.798881737,0.250085444,0.417892222,0.370654232,0.219970722,0.495484517,425124.1175,3115809.735,959910.8321,1379093.231,320660401.3,4,733.038199,236.8360278,211.0008055,528.398685,270.1094651,229.1798219,165.8190658,83.13682891,60.07656653,1.234113297,-0.400224999,-0.302597459,0.118,0.709,0.699,999
Samoa,Samoa,WS,WSM,882,ISO 3166-2:WS,Oceania,Polynesia,NA,9,61,NA,6,Global Airport Database,2840,the Food and Agriculture Organization (FAO) of the United Nations,1,Maritime Safety Information,2332800,2332792,8,24.12362242,3547.875,WorldClim_v2.1 10 mins,yes,2012,World Trade Organization,205.54,207.63,209.7,211.91,214.93,2829.960072,2829.90323,2829.959514,2829.994658,2829.888084,72.62999999,73.37000001,74.1,74.88,75.95000001,209.942,2829.941112,74.186,World Trade Organization,39961.79725,4669338.458,1496127.999,232035.0703,364898907.9,39067.95783,4554517.449,1449572.268,224214.4947,353053430.8,4,2016; 2017; 2018; 2019,UN Comtrade,195.125,195.358,196.128,197.093,198.41,196.4228,Gravity database,785916.928,832025.556,821286.939,852007.105,807147.528,819676.8112,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,785916.928,814673.587,784985.8254,799854.9668,748507.0723,786787.6759,yes,https://wikimili.com/en/List_of_island_countries,4.5,10.25,10.25,8.25,68,0.759223738,0.563967029,1.127575043,1.557563631,2.260886515,0.447505476,0.270681843,0.592392058,0.733960643,0.854843103,0.521369765,0.238644003,0.487042783,0.742926729,0.536676345,39067.95734,4551249.668,1445175.705,217908.636,340342470.1,130,6778.901384,238.130586,70.30291816,8226.147737,266.7901838,86.81824419,427.2854375,13.069896,6.669765469,-3.387071558,-2.192794635,-2.47614794,0.999,1,0.993,999
San Marino,San Marino,SM,SMR,674,ISO 3166-2:SM,Europe,Southern Europe,NA,150,39,NA,NA,NA,60,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2332799,1,12.84743786,896,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,33.83,34.06,34.16,34.18,34.01,60.99231962,61.00662726,61.00762595,61.00412286,61.00557858,554.66,558.3,559.93,560.29,557.49,34.048,61.00325485,558.134,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,33.203,33.671,33.784,33.864,33.938,33.692,Gravity database,NA,1528630.705,1655300.897,1616231.696,1544713.785,1586219.271,4,gdp_2017; gdp_2018; gdp_2019; gdp_2020,NA,1496750.972,1582136.132,1517300.668,1432488.055,1507168.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sao Tome and Principe,Sao Tome and Principe,ST,STP,678,ISO 3166-2:ST,Africa,Sub-Saharan Africa,Middle Africa,2,202,17,4,Global Airport Database,960,the Food and Agriculture Organization (FAO) of the United Nations,2,Maritime Safety Information,2332800,2332798,2,22.81833553,2529,WorldClim_v2.1 10 mins,no,NA,World Trade Organization,204.63,208.04,211.34,214.6,218.64,959.9831113,959.9926169,959.9818306,960.0071576,960,213.16,216.71,220.15,223.54,227.75,211.45,959.9929433,220.262,World Trade Organization,8345.5758,2068742.174,419552.5116,94631.7064,144083133,7886.986459,1984339.869,403605.0928,90741.15887,138345208.9,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,199.91,207.086,211.032,215.048,219.161,210.4474,Gravity database,351054.24,375614.126,412253.81,427425.04,472914.47,407852.3372,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,351054.24,367780.6591,394032.0757,401261.9604,438556.5378,390537.0946,NA,NA,2.6,10.4,9,10.6,65.8,0.294295592,0.968659372,0.243927681,1.247602766,1.813493506,0.180784175,0.461603753,0.087327396,0.550540849,0.667795332,0.340868955,0.416114607,0.11230495,0.529749858,0.433309731,7886.986268,1984326.469,403604.8924,90737.40274,138039795.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,Saudi Arabia,SA,SAU,682,ISO 3166-2:SA,Asia,Western Asia,NA,142,145,NA,47,Global Airport Database,2149690,the Food and Agriculture Organization (FAO) of the United Nations,16,Maritime Safety Information,2332800,2326648,6152,25.79337643,103.9310793,WorldClim_v2.1 10 mins,yes,2005,World Trade Organization,33416.27,34193.12,35018.13,35827.36,35997.11,2148956.27,2149159.019,2149670.35,2149211.758,2149081.194,15.55,15.91,16.29,16.67,16.75,34890.398,2149215.718,16.234,World Trade Organization,73638580.21,668563615,1590090821,830325547.6,1.37109E+11,70520133.12,642514696.2,1524458237,795332108.2,1.31678E+11,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,32275.688,33101.185,33702.759,34268.528,34813.866,33632.4052,Gravity database,646438387.7,688586094.4,816578674.5,803616264.8,703367841.2,731717452.5,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,646438387.7,674225568.5,780485667.5,754426174.4,652267132.5,701568586.1,no,NA,37.2,68.6,90.2,69.4,200.8,2.21896118,2.79526089,2.984712358,2.25767065,3.337053742,0.82894843,0.901601512,0.925767986,0.792331949,0.932524881,0.618614507,0.66195303,0.66434993,0.533370479,0.629941481,70350702.08,640376919.1,1523806965,794847836.3,1.28462E+11,8,879.626529,211.3826595,89.04807513,990.1123019,273.0200589,203.6781105,235.803632,59.0695912,44.92972413,-0.46854992,-1.043470899,-2.551318477,0.612,0.985,0.999,999
Senegal,Senegal,SN,SEN,686,ISO 3166-2:SN,Africa,Sub-Saharan Africa,Western Africa,2,202,11,16,Global Airport Database,196710,the Food and Agriculture Organization (FAO) of the United Nations,6,Maritime Safety Information,2332800,2332209,591,27.81968863,655.5905245,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,14751.36,15157.79,15574.91,16000.78,16436.12,192526.2334,192528.7692,192520.5192,192525.3279,192528.0544,76.61999998,78.73,80.89999998,83.10999999,85.36999998,15584.192,192525.7808,80.94599999,World Trade Organization,641009.864,68955986.65,34833144.68,19616076.93,7250174892,606667.8578,65984903.59,33228154.18,18743383.95,6937473773,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,15411.614,15419.354,15854.324,16296.362,16743.931,15945.117,Gravity database,14765462.53,20996564.75,23116897.85,23398811.42,24493157.58,21354178.83,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,14765462.53,20558679.48,22095124.46,21966548.67,22713693.64,20419901.75,no,NA,16,39.6,41.6,36.2,152,1.876956713,1.543853134,1.881641232,2.122898262,3.353568335,0.769620277,0.604797091,0.752146624,0.789774397,0.940480125,0.685550955,0.420330128,0.506049584,0.592076462,0.667560571,605620.7016,65645947.67,33208907.58,18376939.88,6897009560,25,2945.227631,369.2318403,152.195275,2507.071438,272.1567794,150.9850139,367.3960711,34.27374688,24.16587298,1.192599016,2.832344568,0.050081416,0.128,0.014,0.464,999
Serbia,Serbia,RS,SRB,688,ISO 3166-2:RS,Europe,Southern Europe,NA,150,39,NA,5,Global Airport Database,84990,the Food and Agriculture Organization (FAO) of the United Nations,NA,NA,2332800,2332479,321,9.882089814,692.5109034,WorldClim_v2.1 10 mins,no,NA,World Trade Organization,7493.29,7464.88,7433.82,7401.06,7358.01,76736.20072,76736.01974,76732.24608,76734.68118,76733.86172,97.65,97.28,96.88,96.45,95.89,7430.212,76734.60189,96.83,World Trade Organization,23783770,87219204.6,233304844.4,72281912.2,24043611256,22722182.73,83115407.5,223155955.9,69420517.01,23014098537,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,7057.412,7020.858,6982.604,6945.235,6899.126,6981.047,Gravity database,37745115.14,44179055.28,50640650.22,51514222.38,53335016.43,47482811.89,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,37745115.14,43257697.04,48402319.24,48360989.47,49460149,45445253.98,no,NA,63,64,86,71,194.6,1.998485477,2.794703829,2.968073316,2.874745598,3.380235912,0.739347682,0.91403545,0.917796627,0.912033677,0.94492964,0.482619502,0.672159034,0.666437484,0.674328149,0.64141402,22722182.73,83109317.97,223062690.7,69376343.07,22903276740,17,1716.056975,228.8796353,138.4125294,1855.066325,274.5802494,168.1102264,321.9410843,42.28971465,30.47752808,-0.431785058,-1.080655532,-0.974412917,0.557,0.978,0.831,999
Seychelles,Seychelles,SC,SYC,690,ISO 3166-2:SC,Africa,Sub-Saharan Africa,Eastern Africa,2,202,14,14,Global Airport Database,460,the Food and Agriculture Organization (FAO) of the United Nations,1,Maritime Safety Information,2332800,2332800,0,NA,NA,WorldClim_v2.1 10 mins,yes,2015,World Trade Organization,100.51,101.81,103.1,104.37,105.53,457.0090483,456.9979352,457.0035461,456.981479,456.9980946,219.93,222.78,225.6,228.39,230.92,103.064,456.9980206,225.524,World Trade Organization,316233.8318,10774541.05,9486983.274,853473.3252,2042746297,302636.5155,10370348.29,9124580.118,810559.5726,1965598548,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,94.677,95.843,96.762,97.625,98.462,96.6738,Gravity database,1427323.904,1573428.277,1636310.049,1684228.529,1200634.489,1504385.05,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,1427323.904,1540614.286,1563984.685,1581135.352,1113406.627,1445292.971,yes,https://wikimili.com/en/Seychelles,16.4,59.6,64.6,29.4,160.4,1.693670493,2.491755608,2.24420735,1.638124358,2.619825626,0.738445435,0.887722299,0.821761089,0.633327222,0.850670676,0.613533553,0.610419655,0.538614865,0.486363557,0.516018125,302324.9871,10367871.83,9119725.504,709048.363,1940403634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,Sierra Leone,SL,SLE,694,ISO 3166-2:SL,Africa,Sub-Saharan Africa,Western Africa,2,202,11,9,Global Airport Database,72300,the Food and Agriculture Organization (FAO) of the United Nations,3,Maritime Safety Information,2332800,2332586,214,26.08319965,2719.915888,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,7493.91,7677.57,7861.28,8046.83,8233.97,71739.51752,71739.58139,71740.09856,71737.80868,71736.97508,104.46,107.02,109.58,112.17,114.78,7862.712,71738.79625,109.602,World Trade Organization,11882.824,9872828.245,511593.372,1193969.299,1006147718,11376.44701,9633405.842,500243.7748,1171192.7,984143857,3,2016; 2017; 2018,UN Comtrade,7396.19,7488.427,7650.149,7813.207,7976.985,7664.9916,Gravity database,3668876.032,3719369.107,4085114.794,4076578.543,4063289.45,3922645.585,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,3668876.032,3641801.324,3904551.572,3827047.423,3768085.492,3762072.369,no,NA,3,15.33333333,16.33333333,12,115.3333333,0.511065636,0.785500307,1.961771287,0.68373608,3.209162441,0.315369954,0.368439396,0.792932863,0.33692903,0.933533335,0.541694299,0.284236225,0.702631938,0.278555361,0.676065131,11376.44701,9628303.948,500244.4412,1171192.7,959341915.7,16,2128.017178,347.9637092,188.8233083,1734.937563,269.6223179,168.7329151,309.3217031,40.50072386,31.61847748,1.270779291,1.934320768,0.635400399,0.14,0.067,0.251,999
Singapore,Singapore,SG,SGP,702,ISO 3166-2:SG,Asia,South-eastern Asia,NA,142,35,NA,5,Global Airport Database,728,the Food and Agriculture Organization (FAO) of the United Nations,5,Maritime Safety Information,2332800,2332798,2,26.58683491,2296.5,WorldClim_v2.1 10 mins,yes,1995,World Trade Organization,5711.93,5764.49,5814.54,5866.41,5909.87,682.9993029,683.0004917,683.0004593,683.0008022,683.000089,8363.01,8439.95,8513.23,8589.17,8652.81,5813.448,683.000229,8511.634,World Trade Organization,71658987.22,571361614.5,680485616.8,163512145.8,3.3554E+11,69097256.22,547777409.6,653166036.1,157172263.9,3.21729E+11,5,2016; 2017; 2018; 2019; 2020,UN Comtrade,5607.283,5612.253,5638.676,5703.569,5685.807,5649.5176,Gravity database,296965701.6,343193352.2,376998146.5,375472731.3,345295933.9,347585173.1,5,gdp_2016; gdp_2017; gdp_2018; gdp_2019; gdp_2020,296965701.6,336036023.4,360334722.4,352489700.2,320209676.2,333207164.8,yes,https://wikimili.com/en/Island_country,50.2,78,82.6,73.8,218.8,1.737356061,2.102289414,2.880191347,2.220291211,3.111474531,0.677439319,0.801110652,0.919907654,0.823657491,0.925764505,0.443655286,0.482935645,0.652862063,0.516394901,0.577472757,65768334.55,544405216.3,647389562,148669629.9,2.89363E+11,15,1518.981041,239.796251,115.4051547,1611.455338,264.6828774,168.0449572,276.9850084,37.78276887,31.04031687,-0.333860297,-0.658676617,-1.695852613,0.524,0.75,0.974,999
Sint Maarten (Dutch part),Sint Maarten (Dutch part),SX,SXM,534,ISO 3166-2:SX,Americas,Latin America and the Caribbean,Caribbean,19,419,29,1,Global Airport Database,34,the Food and Agriculture Organization (FAO) of the United Nations,2,Maritime Safety Information,2332800,2332800,0,NA,NA,WorldClim_v2.1 10 mins,NA,NA,World Trade Organization,41.35,41.88,42.25,42.98,43.62,34.00325642,33.99792181,34.00292948,33.99993671,33.99870615,1216.06,1231.84,1242.54,1264.12,1282.99,42.416,34.00055011,1247.51,World Trade Organization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UN Comtrade,40.005,40.574,40.895,41.608,42.31,41.0784,Gravity database,NA,1191620.112,1185474.86,NA,NA,1188547.486,2,gdp_2017; gdp_2018,NA,1166768.766,1133076.538,NA,NA,1149922.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
